"","uniqueIDsite","unIDyearSite","uniqueIDYear","uniqueID","site","year","block","row","treat","seedl_nr","height","diam_mm","dateYear","mort_date","notes","mortality","mort_binar","waxQual","damage","percentDebark","waxHeight_cm","rootCol","origNotes","mort2","rank","sumDamage","sumMort","ZeroDam"
"248","B4R4chemicalS4 clearcut","B4R4chemicalS4_2018_clearcut","B4R4chemicalS4_2018","B4R4chemicalS4","clearcut",2018,4,4,"chemical",4,42,6.9,2018,0,"alive","alive",0,0,25,20,0,"","alive",0,1,25,0,1
"249","B4R4chemicalS5 clearcut","B4R4chemicalS5_2018_clearcut","B4R4chemicalS5_2018","B4R4chemicalS5","clearcut",2018,4,4,"chemical",5,32,5.6,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,10,0,1
"250","B4R4chemicalS7 clearcut","B4R4chemicalS7_2018_clearcut","B4R4chemicalS7_2018","B4R4chemicalS7","clearcut",2018,4,4,"chemical",7,41,7,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,30,0,1
"251","B4R4chemicalS7 clearcut","B4R4chemicalS7_2019_clearcut","B4R4chemicalS7_2019","B4R4chemicalS7","clearcut",2019,4,4,"chemical",7,43,7.7,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,30,0,1
"252","B4R4chemicalS9 clearcut","B4R4chemicalS9_2018_clearcut","B4R4chemicalS9_2018","B4R4chemicalS9","clearcut",2018,4,4,"chemical",9,60,8.4,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,10,0,1
"253","B4R5controlS1 clearcut","B4R5controlS1_2018_clearcut","B4R5controlS1_2018","B4R5controlS1","clearcut",2018,4,5,"control",1,45,6.7,2018,0,"alive","alive",0,0,360,80,0,"","alive",0,1,1900,1,1
"254","B4R5controlS1 clearcut","B4R5controlS1_2019_clearcut","B4R5controlS1_2019","B4R5controlS1","clearcut",2019,4,5,"control",1,50,7.8,2019,0,"alive","alive",0,0,540,100,0,"","alive",0,1,1900,1,1
"255","B4R5controlS1 clearcut","B4R5controlS1_2020_clearcut","B4R5controlS1_2020","B4R5controlS1","clearcut",2020,4,5,"control",1,0,NA,2020,2020,"Hylobius","dead",1,0,1000,0,0,"","Hylobius",1,1,1900,1,1
"256","B4R5controlS10 clearcut","B4R5controlS10_2018_clearcut","B4R5controlS10_2018","B4R5controlS10","clearcut",2018,4,5,"control",10,42,7.9,2018,0,"alive","alive",0,0,210,60,0,"","alive",0,1,290,0,1
"257","B4R5controlS10 clearcut","B4R5controlS10_2019_clearcut","B4R5controlS10_2019","B4R5controlS10","clearcut",2019,4,5,"control",10,45,10.2,2019,0,"alive","alive",0,0,80,20,0,"","alive",0,1,290,0,1
"258","B4R5controlS2 clearcut","B4R5controlS2_2019_clearcut","B4R5controlS2_2019","B4R5controlS2","clearcut",2019,4,5,"control",2,49,10.5,2019,0,"alive","alive",0,0,680,100,0,"","alive",0,1,680,1,1
"259","B4R5controlS3 clearcut","B4R5controlS3_2019_clearcut","B4R5controlS3_2019","B4R5controlS3","clearcut",2019,4,5,"control",3,70,12.9,2019,0,"alive","alive",0,0,290,80,0,"","alive",0,1,290,0,1
"260","B4R5controlS4 clearcut","B4R5controlS4_2018_clearcut","B4R5controlS4_2018","B4R5controlS4","clearcut",2018,4,5,"control",4,65,9.8,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,770,0,1
"261","B4R5controlS4 clearcut","B4R5controlS4_2019_clearcut","B4R5controlS4_2019","B4R5controlS4","clearcut",2019,4,5,"control",4,35,6.5,2019,0,"alive","alive",0,0,650,100,0,"","alive",0,1,770,0,1
"262","B4R5controlS4 clearcut","B4R5controlS4_2020_clearcut","B4R5controlS4_2020","B4R5controlS4","clearcut",2020,4,5,"control",4,46,9.5,2020,0,"alive","alive",0,0,100,0,0,"","alive",0,1,770,0,1
"263","B4R5controlS5 clearcut","B4R5controlS5_2018_clearcut","B4R5controlS5_2018","B4R5controlS5","clearcut",2018,4,5,"control",5,30,4.5,2018,0,"alive","alive",0,0,5,10,0,"","alive",0,1,845,1,1
"264","B4R5controlS5 clearcut","B4R5controlS5_2019_clearcut","B4R5controlS5_2019","B4R5controlS5","clearcut",2019,4,5,"control",5,35,7.5,2019,0,"alive","alive",0,0,840,100,0,"","alive",0,1,845,1,1
"265","B4R5controlS6 clearcut","B4R5controlS6_2018_clearcut","B4R5controlS6_2018","B4R5controlS6","clearcut",2018,4,5,"control",6,32,4.9,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,30,0,1
"266","B4R5controlS9 clearcut","B4R5controlS9_2018_clearcut","B4R5controlS9_2018","B4R5controlS9","clearcut",2018,4,5,"control",9,50,2.7,2018,0,"alive","alive",0,0,5,5,0,"","alive",0,1,275,0,1
"267","B4R5controlS9 clearcut","B4R5controlS9_2019_clearcut","B4R5controlS9_2019","B4R5controlS9","clearcut",2019,4,5,"control",9,62,14.6,2019,0,"alive","alive",0,0,270,50,0,"","alive",0,1,275,0,1
"268","B4R6collarS1 clearcut","B4R6collarS1_2019_clearcut","B4R6collarS1_2019","B4R6collarS1","clearcut",2019,4,6,"collar",1,32,5.2,2019,0,"alive","alive",0,0,320,100,0,"","alive",0,1,320,1,1
"269","B4R6collarS10 clearcut","B4R6collarS10_2019_clearcut","B4R6collarS10_2019","B4R6collarS10","clearcut",2019,4,6,"collar",10,35,7.1,2019,0,"alive","alive",0,0,110,50,0,"G chýba","alive",0,1,110,0,1
"270","B4R6collarS2 clearcut","B4R6collarS2_2019_clearcut","B4R6collarS2_2019","B4R6collarS2","clearcut",2019,4,6,"collar",2,0,NA,2019,2019,"Hylastes","dead",1,0,60,30,0,"","Hylastes",1,1,60,1,1
"271","B4R6collarS3 clearcut","B4R6collarS3_2019_clearcut","B4R6collarS3_2019","B4R6collarS3","clearcut",2019,4,6,"collar",3,46,12.6,2019,0,"alive","alive",0,0,350,50,0,"","alive",0,1,350,0,1
"272","B4R6collarS5 clearcut","B4R6collarS5_2019_clearcut","B4R6collarS5_2019","B4R6collarS5","clearcut",2019,4,6,"collar",5,39,6.8,2019,0,"alive","alive",0,0,90,40,0,"","alive",0,1,130,0,1
"273","B4R6collarS5 clearcut","B4R6collarS5_2020_clearcut","B4R6collarS5_2020","B4R6collarS5","clearcut",2020,4,6,"collar",5,48,10.2,2020,0,"alive","alive",0,0,40,0,0,"Z","alive",0,1,130,0,1
"274","B4R6collarS7 clearcut","B4R6collarS7_2019_clearcut","B4R6collarS7_2019","B4R6collarS7","clearcut",2019,4,6,"collar",7,52,11.7,2019,0,"alive","alive",0,0,350,90,0,"","alive",0,1,500,0,1
"275","B4R6collarS7 clearcut","B4R6collarS7_2020_clearcut","B4R6collarS7_2020","B4R6collarS7","clearcut",2020,4,6,"collar",7,50,11.4,2020,0,"alive","alive",0,0,150,0,0,"Z","alive",0,1,500,0,1
"276","B4R6collarS8 clearcut","B4R6collarS8_2019_clearcut","B4R6collarS8_2019","B4R6collarS8","clearcut",2019,4,6,"collar",8,47,8.7,2019,0,"alive","alive",0,0,420,80,0,"","alive",0,1,1120,0,1
"277","B4R6collarS8 clearcut","B4R6collarS8_2020_clearcut","B4R6collarS8_2020","B4R6collarS8","clearcut",2020,4,6,"collar",8,58,10.4,2020,0,"alive","alive",0,0,700,0,0,"Z","alive",0,1,1120,0,1
"278","B5R1chemicalS1 clearcut","B5R1chemicalS1_2018_clearcut","B5R1chemicalS1_2018","B5R1chemicalS1","clearcut",2018,5,1,"chemical",1,34,6.4,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,30,0,1
"279","B5R1chemicalS10 clearcut","B5R1chemicalS10_2018_clearcut","B5R1chemicalS10_2018","B5R1chemicalS10","clearcut",2018,5,1,"chemical",10,41,6.5,2018,0,"alive","alive",0,0,180,80,0,"","terminal",0,1,280,1,1
"280","B5R1chemicalS10 clearcut","B5R1chemicalS10_2019_clearcut","B5R1chemicalS10_2019","B5R1chemicalS10","clearcut",2019,5,1,"chemical",10,0,NA,2019,2019,"Hylobius","dead",1,0,100,100,0,"","Hylobius",1,1,280,1,1
"281","B5R1chemicalS3 clearcut","B5R1chemicalS3_2018_clearcut","B5R1chemicalS3_2018","B5R1chemicalS3","clearcut",2018,5,1,"chemical",3,0,NA,2018,2018,"Hylobius","dead",1,0,50,20,0,"","other",1,1,50,1,1
"282","B5R1chemicalS4 clearcut","B5R1chemicalS4_2018_clearcut","B5R1chemicalS4_2018","B5R1chemicalS4","clearcut",2018,5,1,"chemical",4,26,5.7,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,30,0,1
"283","B5R1chemicalS9 clearcut","B5R1chemicalS9_2019_clearcut","B5R1chemicalS9_2019","B5R1chemicalS9","clearcut",2019,5,1,"chemical",9,26,5.8,2019,0,"alive","alive",0,0,100,30,0,"","alive",0,1,100,0,1
"284","B5R2collarS10 clearcut","B5R2collarS10_2018_clearcut","B5R2collarS10_2018","B5R2collarS10","clearcut",2018,5,2,"collar",10,0,NA,2018,2018,"Hylobius","dead",1,0,80,50,0,"","Hylobius",1,1,80,1,1
"285","B5R2collarS2 clearcut","B5R2collarS2_2018_clearcut","B5R2collarS2_2018","B5R2collarS2","clearcut",2018,5,2,"collar",2,55,9.7,2018,0,"alive","alive",0,0,60,60,0,"","alive",0,1,340,0,1
"286","B5R2collarS2 clearcut","B5R2collarS2_2019_clearcut","B5R2collarS2_2019","B5R2collarS2","clearcut",2019,5,2,"collar",2,59,9.3,2019,0,"alive","alive",0,0,180,100,0,"","alive",0,1,340,0,1
"287","B5R2collarS2 clearcut","B5R2collarS2_2020_clearcut","B5R2collarS2_2020","B5R2collarS2","clearcut",2020,5,2,"collar",2,44,10.5,2020,0,"alive","alive",0,0,100,0,0,"Z","terminal",0,1,340,0,1
"288","B5R2collarS5 clearcut","B5R2collarS5_2019_clearcut","B5R2collarS5_2019","B5R2collarS5","clearcut",2019,5,2,"collar",5,33,5.5,2019,0,"alive","alive",0,0,730,100,0,"","alive",0,1,2230,1,1
"289","B5R2collarS5 clearcut","B5R2collarS5_2020_clearcut","B5R2collarS5_2020","B5R2collarS5","clearcut",2020,5,2,"collar",5,0,NA,2020,2020,"Hylobius","dead",1,0,1500,0,0,"Z","Hylobius",1,1,2230,1,1
"290","B5R2collarS6 clearcut","B5R2collarS6_2018_clearcut","B5R2collarS6_2018","B5R2collarS6","clearcut",2018,5,2,"collar",6,0,NA,2018,2018,"Hylobius","dead",1,0,40,40,0,"","other",1,1,40,1,1
"291","B5R2collarS8 clearcut","B5R2collarS8_2018_clearcut","B5R2collarS8_2018","B5R2collarS8","clearcut",2018,5,2,"collar",8,0,NA,2018,2018,"Hylobius","dead",1,0,70,100,0,"","Hylobius",1,1,70,1,1
"292","B5R2collarS9 clearcut","B5R2collarS9_2018_clearcut","B5R2collarS9_2018","B5R2collarS9","clearcut",2018,5,2,"collar",9,0,NA,2018,2018,"Hylobius","dead",1,0,20,20,0,"","other",1,1,20,1,1
"293","B5R3controlS1 clearcut","B5R3controlS1_2018_clearcut","B5R3controlS1_2018","B5R3controlS1","clearcut",2018,5,3,"control",1,41,6.6,2018,0,"alive","alive",0,0,800,80,0,"","alive",0,1,800,1,1
"294","B5R3controlS11 clearcut","B5R3controlS11_2018_clearcut","B5R3controlS11_2018","B5R3controlS11","clearcut",2018,5,3,"control",11,0,NA,2018,2018,"Hylobius","dead",1,0,250,100,0,"","Hylobius",1,1,250,1,1
"295","B5R3controlS2 clearcut","B5R3controlS2_2018_clearcut","B5R3controlS2_2018","B5R3controlS2","clearcut",2018,5,3,"control",2,0,NA,2018,2018,"Hylobius","dead",1,0,1500,100,0,"","Hylobius",1,1,1500,1,1
"296","B5R3controlS3 clearcut","B5R3controlS3_2018_clearcut","B5R3controlS3_2018","B5R3controlS3","clearcut",2018,5,3,"control",3,0,NA,2018,2018,"Hylastes","dead",1,0,20,10,0,"","Hylastes",1,1,20,1,1
"297","B5R3controlS5 clearcut","B5R3controlS5_2018_clearcut","B5R3controlS5_2018","B5R3controlS5","clearcut",2018,5,3,"control",5,0,NA,2018,2018,"Hylobius","dead",1,0,150,50,0,"","Hylobius",1,1,150,1,1
"298","B5R3controlS7 clearcut","B5R3controlS7_2018_clearcut","B5R3controlS7_2018","B5R3controlS7","clearcut",2018,5,3,"control",7,0,NA,2018,2018,"Hylobius","dead",1,0,180,60,0,"","Hylobius",1,1,180,1,1
"299","B5R4wax FS1 clearcut","B5R4wax FS1_2019_clearcut","B5R4wax FS1_2019","B5R4wax FS1","clearcut",2019,5,4,"wax F",1,34,8.9,2019,0,"alive","alive",0,1,20,10,0,"","alive",0,2,20,0,1
"300","B5R4wax FS2 clearcut","B5R4wax FS2_2019_clearcut","B5R4wax FS2_2019","B5R4wax FS2","clearcut",2019,5,4,"wax F",2,41,6.4,2019,0,"alive","alive",0,4,1000,100,0,"","alive",0,5,1800,1,1
"301","B5R4wax FS2 clearcut","B5R4wax FS2_2020_clearcut","B5R4wax FS2_2020","B5R4wax FS2","clearcut",2020,5,4,"wax F",2,0,NA,2020,2020,"Hylobius","dead",1,4,800,0,0,"","Hylobius",1,5,1800,1,1
"302","B5R4wax FS4 clearcut","B5R4wax FS4_2019_clearcut","B5R4wax FS4_2019","B5R4wax FS4","clearcut",2019,5,4,"wax F",4,36,6.9,2019,0,"alive","alive",0,2,20,10,0,"","alive",0,3,320,1,1
"303","B5R4wax FS4 clearcut","B5R4wax FS4_2020_clearcut","B5R4wax FS4_2020","B5R4wax FS4","clearcut",2020,5,4,"wax F",4,0,NA,2020,2020,"Hylobius","dead",1,0,300,0,0,"","Hylobius",1,1,320,1,1
"304","B5R4wax FS5 clearcut","B5R4wax FS5_2018_clearcut","B5R4wax FS5_2018","B5R4wax FS5","clearcut",2018,5,4,"wax F",5,35,4.3,2018,0,"alive","alive",0,2,30,20,0,"","alive",0,3,1150,0,1
"305","B5R4wax FS5 clearcut","B5R4wax FS5_2019_clearcut","B5R4wax FS5_2019","B5R4wax FS5","clearcut",2019,5,4,"wax F",5,60,11.3,2019,0,"alive","alive",0,1,120,20,0,"","alive",0,3,1150,0,1
"306","B5R4wax FS5 clearcut","B5R4wax FS5_2020_clearcut","B5R4wax FS5_2020","B5R4wax FS5","clearcut",2020,5,4,"wax F",5,69,16.4,2020,0,"alive","alive",0,3,1000,0,0,"","alive",0,4,1150,0,1
"307","B5R4wax FS7 clearcut","B5R4wax FS7_2019_clearcut","B5R4wax FS7_2019","B5R4wax FS7","clearcut",2019,5,4,"wax F",7,24,8.9,2019,0,"alive","alive",0,3,600,100,0,"","alive",0,4,700,1,1
"308","B5R4wax FS7 clearcut","B5R4wax FS7_2020_clearcut","B5R4wax FS7_2020","B5R4wax FS7","clearcut",2020,5,4,"wax F",7,0,NA,2020,2020,"Hylobius","dead",1,4,100,0,0,"","Hylobius",1,5,700,1,1
"309","B5R4wax FS9 clearcut","B5R4wax FS9_2019_clearcut","B5R4wax FS9_2019","B5R4wax FS9","clearcut",2019,5,4,"wax F",9,27,8.9,2019,0,"alive","alive",0,3,150,70,0,"","alive",0,4,220,1,1
"310","B5R4wax FS9 clearcut","B5R4wax FS9_2020_clearcut","B5R4wax FS9_2020","B5R4wax FS9","clearcut",2020,5,4,"wax F",9,0,NA,2020,2020,"Hylobius","dead",1,0,70,0,0,"","Hylobius",1,1,220,1,1
